"Catégorie","Produit","Lieu ","Prix moyen","Disponibilité","Evolution du prix","Zone de disponibilité","Date"
"VOS FRUITS","PAPAYE (kg)","YAKRO",250,"stable","en baisse",,"2022-12-04"
"VOS FRUITS","ANANAS (kg)","MAN",300,"moyen","stable",,"2022-12-04"
"VOS FRUITS","ORANGE (kg)","MAN",250,"moyen","stable",,"2022-12-04"
"VOS FRUITS","NOIX DE COCO (pièce taille moyenne)","MAN",250,,,,"2022-12-04"
"VOS FRUITS","BANANE DESSERT (kg)","MAN",400,"Moyen","dents de scie",,"2022-12-04"
"VOS FRUITS","PAPAYE (kg)","MAN",100,"stable","en baisse",,"2022-12-04"
"VOS FRUITS","ANANAS (kg)","KORHOGO",500,"moyen","stable",,"2022-12-04"
"VOS FRUITS","ORANGE (kg)","KORHOGO",300,"moyen","stable",,"2022-12-04"
"VOS FRUITS","NOIX DE COCO (pièce taille moyenne)","KORHOGO",,,,,"2022-12-04"
"VOS FRUITS","BANANE DESSERT (kg)","KORHOGO",400,"Moyen","dents de scie",,"2022-12-04"
"VOS FRUITS","PAPAYE (kg)","KORHOGO",500,"stable","en baisse",,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL WITTA 9(kg)","ABIDJAN",500,"moyen","stable",,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL DANANE (kg)","ABIDJAN",600,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS  (kg)","ABIDJAN",500,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SOJA (kg)","ABIDJAN",800,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE SOJA (kg)","ABIDJAN",900,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS DECORTIQUE  (kg)","ABIDJAN",350,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS POUDRE  (KABATO (kg)","ABIDJAN",500,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","PISTACHE","ABIDJAN",2250,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","ARACHIDE DECORTIQUES (kg)","ABIDJAN",800,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MIL  (KG)","ABIDJAN",400,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE MIL (kg)","ABIDJAN",500,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","AMANDE DE CAJOU (100 gr.)","ABIDJAN",1000,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SORGHO (KG)","ABIDJAN",700,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SESAME (KG)","ABIDJAN",1500,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","NIEBE (Haricot blanc) (kg)","ABIDJAN",700,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FONIO (kg.)","ABIDJAN",1500,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL WITTA 9(kg)","SAN-PÉDRO",500,"moyen","stable",,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL DANANE (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS  (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SOJA (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE SOJA (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS DECORTIQUE  (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS POUDRE  (KABATO (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","PISTACHE","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","ARACHIDE DECORTIQUES (kg)","SAN-PÉDRO",900,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MIL  (KG)","SAN-PÉDRO",500,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE MIL (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","AMANDE DE CAJOU (100 gr.)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SORGHO (KG)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SESAME (KG)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","NIEBE (Haricot blanc) (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FONIO (kg.)","SAN-PÉDRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL WITTA 9(kg)","BOUAKÉ",500,"moyen","stable",,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL DANANE (kg)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS  (kg)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SOJA (kg)","BOUAKÉ",800,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE SOJA (kg)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS DECORTIQUE  (kg)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS POUDRE  (KABATO (kg)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","PISTACHE","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","ARACHIDE DECORTIQUES (kg)","BOUAKÉ",750,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MIL  (KG)","BOUAKÉ",600,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE MIL (kg)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","AMANDE DE CAJOU (100 gr.)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SORGHO (KG)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SESAME (KG)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","NIEBE (Haricot blanc) (kg)","BOUAKÉ",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FONIO (kg.)","BOUAKÉ",900,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL WITTA 9(kg)","YAKRO",400,"moyen","stable",,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL DANANE (kg)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS  (kg)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SOJA (kg)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE SOJA (kg)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS DECORTIQUE  (kg)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS POUDRE  (KABATO (kg)","YAKRO",500,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","PISTACHE","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","ARACHIDE DECORTIQUES (kg)","YAKRO",1000,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MIL  (KG)","YAKRO",400,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE MIL (kg)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","AMANDE DE CAJOU (100 gr.)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SORGHO (KG)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SESAME (KG)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","NIEBE (Haricot blanc) (kg)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FONIO (kg.)","YAKRO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL WITTA 9(kg)","MAN",400,"moyen","stable",,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL DANANE (kg)","MAN",500,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS  (kg)","MAN",150,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SOJA (kg)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE SOJA (kg)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS DECORTIQUE  (kg)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS POUDRE  (KABATO (kg)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","PISTACHE","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","ARACHIDE DECORTIQUES (kg)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MIL  (KG)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE MIL (kg)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","AMANDE DE CAJOU (100 gr.)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SORGHO (KG)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SESAME (KG)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","NIEBE (Haricot blanc) (kg)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FONIO (kg.)","MAN",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL WITTA 9(kg)","KORHOGO",400,"moyen","stable",,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","RIZ LOCAL DANANE (kg)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS  (kg)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SOJA (kg)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE SOJA (kg)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS DECORTIQUE  (kg)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MAIS POUDRE  (KABATO (kg)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","PISTACHE","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","ARACHIDE DECORTIQUES (kg)","KORHOGO",650,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","MIL  (KG)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FARINE DE MIL (kg)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","AMANDE DE CAJOU (100 gr.)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SORGHO (KG)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","SESAME (KG)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","NIEBE (Haricot blanc) (kg)","KORHOGO",,,,,"2022-12-04"
"LES PRODUITS A L'HONNEUR DU MOIS. CEREALES ET LEGUMINEUSES","FONIO (kg.)","KORHOGO",,,,,"2022-12-04"
"DIVERS","SUCRE ROUX (kg)","ABIDJAN",,,,,"2022-12-04"
"DIVERS","SUCRE BLANC (kg)","ABIDJAN",,,,,"2022-12-04"
"DIVERS","LAIT LIQUIDE (L)","ABIDJAN",,,,,"2022-12-04"
"DIVERS","SUCRE ROUX (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"DIVERS","SUCRE BLANC (kg)","SAN-PÉDRO",,,,,"2022-12-04"
"DIVERS","LAIT LIQUIDE (L)","SAN-PÉDRO",,,,,"2022-12-04"
"DIVERS","SUCRE ROUX (kg)","BOUAKÉ",,,,,"2022-12-04"
"DIVERS","SUCRE BLANC (kg)","BOUAKÉ",,,,,"2022-12-04"
"DIVERS","LAIT LIQUIDE (L)","BOUAKÉ",,,,,"2022-12-04"
"DIVERS","SUCRE ROUX (kg)","YAKRO",,,,,"2022-12-04"
"DIVERS","SUCRE BLANC (kg)","YAKRO",,,,,"2022-12-04"
"DIVERS","LAIT LIQUIDE (L)","YAKRO",,,,,"2022-12-04"
"DIVERS","SUCRE ROUX (kg)","MAN",,,,,"2022-12-04"
"DIVERS","SUCRE BLANC (kg)","MAN",,,,,"2022-12-04"
"DIVERS","LAIT LIQUIDE (L)","MAN",,,,,"2022-12-04"
"DIVERS","SUCRE ROUX (kg)","KORHOGO",,,,,"2022-12-04"
"DIVERS","SUCRE BLANC (kg)","KORHOGO",,,,,"2022-12-04"
"DIVERS","LAIT LIQUIDE (L)","KORHOGO",,,,,"2022-12-04"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN (kg)","ABIDJAN",480,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC (kg)","ABIDJAN",275,"Moyen",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PATE DE PLACALI (kg)","ABIDJAN",250,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","ABIDJAN",600,"Moyen","Moyen et hausse",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","ABIDJAN",250,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","ABIDJAN",350,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","ABIDJAN",300,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","ABIDJAN",2000,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PATTES DE POULETS (kg)","ABIDJAN",1200,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","HUILE ROUGE (L)","ABIDJAN",1800,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","ABIDJAN",600,"Moyenne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","ABIDJAN",,"Manque",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - HOLANDE/MAROC (kg)","ABIDJAN",600,"Moyenne",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","ABIDJAN",600,"stable","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PIMENT FRAIS (kg)","ABIDJAN",1200,"moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PIMENT SEC (kg)","ABIDJAN",5000,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","ABIDJAN",550,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","ABIDJAN",300,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","GNANGNAN (kg)","ABIDJAN",800,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","ABIDJAN",800,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","ABIDJAN",300,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","ABIDJAN",300,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","ABIDJAN",1400,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","ABIDJAN",400,"stable","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN (kg)","SAN-PÉDRO",500,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC (kg)","SAN-PÉDRO",,"Moyen",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PATE DE PLACALI (kg)","SAN-PÉDRO",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","SAN-PÉDRO",600,"Moyen","Moyen et hausse",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","SAN-PÉDRO",300,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","SAN-PÉDRO",400,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","SAN-PÉDRO",400,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","SAN-PÉDRO",2100,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PATTES DE POULETS (kg)","SAN-PÉDRO",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","HUILE ROUGE (L)","SAN-PÉDRO",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","SAN-PÉDRO",600,"Moyenne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","SAN-PÉDRO",,"Manque",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - HOLANDE/MAROC (kg)","SAN-PÉDRO",600,"Moyenne",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","SAN-PÉDRO",700,"stable","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PIMENT FRAIS (kg)","SAN-PÉDRO",800,"moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PIMENT SEC (kg)","SAN-PÉDRO",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","SAN-PÉDRO",500,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","SAN-PÉDRO",400,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","GNANGNAN (kg)","SAN-PÉDRO",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","SAN-PÉDRO",1200,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","SAN-PÉDRO",300,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","SAN-PÉDRO",400,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","SAN-PÉDRO",800,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","SAN-PÉDRO",400,"stable","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN (kg)","BOUAKÉ",400,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC (kg)","BOUAKÉ",,"Moyen",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PATE DE PLACALI (kg)","BOUAKÉ",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","BOUAKÉ",700,"Moyen","Moyen et hausse",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","BOUAKÉ",250,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","BOUAKÉ",400,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","BOUAKÉ",500,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","BOUAKÉ",2200,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PATTES DE POULETS (kg)","BOUAKÉ",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","HUILE ROUGE (L)","BOUAKÉ",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","BOUAKÉ",600,"Moyenne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","BOUAKÉ",600,"Manque",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - HOLANDE/MAROC (kg)","BOUAKÉ",600,"Moyenne",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","BOUAKÉ",600,"stable","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PIMENT FRAIS (kg)","BOUAKÉ",900,"moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PIMENT SEC (kg)","BOUAKÉ",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","BOUAKÉ",500,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","BOUAKÉ",700,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","GNANGNAN (kg)","BOUAKÉ",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","BOUAKÉ",700,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","BOUAKÉ",350,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","BOUAKÉ",350,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","BOUAKÉ",600,"Moyen","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","BOUAKÉ",350,"stable","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN (kg)","YAKRO",600,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC (kg)","YAKRO",200,"Moyen",,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","PATE DE PLACALI (kg)","YAKRO",,,,,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","YAKRO",600,"Moyen","Moyen et hausse",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","YAKRO",250,"Bonne","stable",,"2022-12-11"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","YAKRO",500,"Moyen","stable",,"2022-12-11"
